comment_text,sentiment,emotion
long usage la slow aguthu sad ah iruku,Negative,sad
intha tv la colors konjam fade ah theriyuthu,Negative,sad
gaming experience average ah dhan,Negative,sad
brand mela irundha excitement koranjiduchu,Negative,sad
intha device use panna mixed feeling varuthu,Negative,sad
software optimization better irukanum,Negative,sad
camera focus sometimes miss aguthu,Negative,sad
intha product konjam improve panna nalla irukum,Negative,sad
overall okay but fully happy illa,Negative,sad
design nalla iruku but performance weak,Negative,sad
intha purchase konjam regret feel aguthu,Negative,sad
long term usage la problem varuma nu bayam,Negative,fear
battery safety pathi konjam doubt iruku,Negative,fear
heating nala damage agidumo nu fear,Negative,fear
intha laptop durability epdi irukum therila,Negative,fear
update vandha apram issue varumo nu worry,Negative,fear
screen easily crack agidumo nu bayam,Negative,fear
gaming panna overheating agidumo nu doubt,Negative,fear
service support future la kidaikuma nu yosikuren,Negative,fear
battery blast agidumo nu konjam bayam,Negative,fear
performance time kooda reduce agumo nu fear,Negative,fear
intha tv long lasting ah irukuma therila,Negative,fear
software bugs increase agumo nu worry,Negative,fear
charger safety pathi confident illa,Negative,fear
camera sensor damage agidumo nu doubt,Negative,fear
daily heavy use safe ah irukuma nu therila,Negative,fear
device lifespan romba kammi ah irukumo nu bayam,Negative,fear
future updates smooth ah irukuma nu doubt,Negative,fear
build strong ah iruka nu sure illa,Negative,fear
display burn issue varuma nu yosikuren,Negative,fear
investment safe ah iruka nu konjam confusion,Negative,fear
intha mobile design romba pidichiruku,Positive,love
use panna romba love feeling varuthu,Positive,love
intha laptop mela attachment vandhuruchu,Positive,love
camera output mela romba love ah iruken,Positive,love
daily use panna comfortable ah iruku romba pidikum,Positive,love
intha tv display paatha love at first sight,Positive,love
brand experience romba pudichiruku,Positive,love
intha device use panna bore adikave illa,Positive,love
premium feel romba attract pannuthu,Positive,love
intha product mela full satisfaction iruku,Positive,love
performance consistent ah irukardhu romba pidichiruku,Positive,love
design simplicity romba classy ah iruku,Positive,love
battery backup nala romba love panren,Positive,love
intha laptop keyboard typing experience sema,Positive,love
sound quality enjoy panna vechuruku,Positive,love
overall usage experience romba pidichiruku,Positive,love
intha device daily companion mathiri iruku,Positive,love
camera colors romba natural ah iruku love it,Positive,love
smooth UI experience romba addictive ah iruku,Positive,love
intha purchase pannadhu best decision nu feel aguthu,Positive,love
இந்த மொபைல் performance இவ்வளவு நல்லா இருக்கும் என்று நினைக்கவே இல்லை.,Positive,surprise
இந்த லேப்டாப் வேகம் என்னை உண்மையிலேயே ஆச்சரியப்படுத்தியது.,Positive,surprise
இந்த TV display quality எதிர்பார்த்ததை விட மிகச் சிறப்பாக உள்ளது.,Positive,surprise
இந்த விலைக்கு இவ்வளவு நல்ல camera கிடைக்கும் என்று நினைக்கவில்லை.,Positive,surprise
Battery backup இவ்வளவு நீண்ட நேரம் இருக்கும் என்று ஆச்சரியமாக உள்ளது.,Positive,surprise
இந்த device build quality மிகவும் unexpected ஆக நல்லதாக உள்ளது.,Positive,surprise
Gaming performance இவ்வளவு smooth ஆக இருக்கும் என்று எதிர்பார்க்கவில்லை.,Positive,surprise
Sound clarity ரொம்ப surprising ஆக நல்லா இருக்கு.,Positive,surprise
இந்த brand இவ்வளவு improvement காட்டும் என்று நினைக்கவே இல்லை.,Positive,surprise
Overall experience என்னை முழுக்க ஆச்சரியப்படுத்தியது.,Positive,surprise
intha mobile performance ippadi irukum nu expect pannala,Positive,surprise
camera output paatha romba surprise ayiten,Positive,surprise
intha laptop speed unexpected ah fast ah iruku,Positive,surprise
price ku mela quality kuduthurukanga surprise ah iruku,Positive,surprise
battery backup romba shock kuduthuchu,Positive,surprise
display clarity unexpected level la iruku,Positive,surprise
gaming experience surprisingly smooth ah iruku,Positive,surprise
intha tv colors romba impressive ah surprise pannuthu,Positive,surprise
intha device build quality paatha shock ayiten,Positive,surprise
sound quality romba better than expected,Positive,surprise
intha brand ipdi improve agum nu ninaikala,Positive,surprise
usage la lag illa nu paathu surprise ah iruku,Positive,surprise
camera night mode romba unexpected ah nalla iruku,Positive,surprise
performance consistent ah iruku romba surprising,Positive,surprise
intha product value for money nu ippo dhan puriyuthu,Positive,surprise
charging speed romba fast ah iruku surprise,Positive,surprise
daily usage la romba smooth experience unexpected,Positive,surprise
intha laptop heating kammi ah iruku shock ah iruku,Positive,surprise
UI experience romba clean ah iruku unexpected,Positive,surprise
overall device performance romba surprise kuduthuchu,Positive,surprise
I didn�t expect this phone to perform this well.,Positive,surprise
The laptop speed genuinely surprised me.,Positive,surprise
Camera quality is far better than I imagined.,Positive,surprise
This TV display exceeded my expectations.,Positive,surprise
Battery life shocked me in a good way.,Positive,surprise
I was not expecting such smooth performance.,Positive,surprise
The build quality feels surprisingly premium.,Positive,surprise
This device turned out much better than expected.,Positive,surprise
Gaming performance is unexpectedly excellent.,Positive,surprise
The sound quality really surprised me.,Positive,surprise
I didn�t think this brand could deliver this level of quality.,Positive,surprise
The performance improvement is honestly surprising.,Positive,surprise
Everything works smoother than I anticipated.,Positive,surprise
The display brightness is unexpectedly good.,Positive,surprise
This product completely changed my expectations.,Positive,surprise
I was surprised by how fast apps open.,Positive,surprise
